,Key,ride_review
410,411,My Uber ride home enjoyable I paid After shopping I turned Uber app request ride Everything normal moment I pressed request ride The app moved view airport asked select location I backed tried app still insisted I select location within airport Funny thing There blue dot REAL PICK location app allowing click blue dot When I manually entered location still swung back airport I yr old choice agree ridiculous overcharging When I brought Uber attention I dismissed gave response It higher demand Uber service Yeah OK Long story I ripped Uber gives I NOT using service ever
411,412,Undisclosed charges fees This company offer support driver partners They adjust fare payments without giving driver notice close http links access driver support withhold account information I received full payment service rendered reach live person received chat response resolve
412,413,Two days ago I took trip Uber Santo Domingo Dominican Republic I normally use service every day Another passenger trip forgot phone car Since sent messages Uber Customer service They finally determined driver found phone still waiting returned Uber driver direct contact information yet way I get feedback Uber Customer Service system I think cases Uber make easier driver customer communicate directly I longer using Uber recommending services incident We want item returned I longer trust service reliability safety rating
413,414,Let start saying I disability My team office decide lunch Clyde Chinatown The driver taking Chinatown pick front building want I like keep trying invite lunch The nightmare I watching driver going around circles I tried calling answer He finally called I barely understand He wanted meet almost block away I told I disability needed pick front Clyde cancelled scheduled another ride Once I person wanted meet corner I finally took taxi back office picked front Clyde dropped front office From I need travel DC I taking taxi By way I complained Uber I got Sorry I trust vetting driver Oh way driver cancelled charged cancellation fee Uber refund email keep implying fault I want know fault drivers seem know drive DC Never
414,415,Regardless Uber says care less driver earnings interested signing new drivers Last Saturday night Ocean City Maryland coastal town runs miles long drivers That one every feet roadway That nothing total BS About every three days I get message Uber offering bonus I refer new driver make trips Hey Uber concentrating drivers making driver app work
415,416,Uber care drivers So UBER take fuel charges weeks sends letter explaining fault correct problem two pay periods take fuel charges one pay And top riders damage vehicle UBER tells pay deductible file claim They overcharge riders upfront pricing takes nearly rides miles And fair driving night subjects rated drunk racists turn deciding factors whether I able continue driving platform
416,417,I purchased Uber gift card put card I unable use every time I try book ride says accept form payment I back forth via Uber tried everything told nothing working I since pay transportation costs I use Uber credit It shows account wo process Uber able give solution attempted refund money I money give away I want back DO NOT PURCHASE AN UBER GIFT CARD IT WILL BE A WASTE OF MONEY
417,418,Used Uber probably times time arrived almost minutes late ended wrong destination They pay attention sign road showing address reliable means locating simple address Absolutely ridiculous In last times I used also added booking fee Unimpressed In speaking drivers area know going Relying solely GPS One driver even know bearings N S E That baffled end As result crappy service I cancelled account Local cabs dollars arrive time know EXACTLY going
418,419,This damn service charging rides I used I notice bank statement Uber charging rides week I notify bank pull rides past days I used I OTR truck driver cars home My next step report Uber BBB take court crap For I take cab pay extra money instead getting ripped UBER PEOPLE Stop using uber
419,420,My vehicle inspection ran Uber gave notice I went got inspected sent inspection papers Uber They emailed back said wrong form You get Uber forms fill But I respond back email find get I tried days get touch Uber form need CAN NOT get touch anyone way They reply generalized questions website
420,421,I signed Google ad directly Uber website Orange County drivers CA receive signing No conditions terms listed I took pics video I read many stories trying cheat people I inquired I signed I get bonus told OC drivers I googled ad still running OC drivers I took pics video wrote false advertising They told pay full bonus rides After rides contacted saying I get link SanFran link I already sent evidence Orange County link I weeks I written opt Arbitration letter I going pay I opting joining lawsuit This intentional scamming They running ads USD bonus new drivers OC tell get
421,422,We never used Uber know procedure friend called confirm minute trip home airport The ride cost us We know friend charged account Of course got airport driver removed luggage held hand We gave unknowingly paid advanced phone secured credit card payment He knew darn well must mistake No way anyone tips minute ride He say anything The driver kept money
422,423,I driving Uber Uber navigation application total disappointment When accept rider request address rider disappears application screen leaving mercy Uber application navigate well So time enter vehicle GPS application Then Uber application routes wrong location understand direction car actually going I used Google maps Waze applications issue The Uber application interface either well going circles quite often Uber waste time money make Uber gets big portion fees They done better job development My car GPS runs circles around Uber application problems getting specific addresses So wrong Uber application
423,424,App works fine nowApp works fine nowI driver active account This second third time I opened app forces go Bonjour leasing partner website without allowing access account I NOT ASK one overpriced per month leases I JUST want get account
424,425,I booked Uber railway station The status showed take mins reach destination The Uber driver SADIKNOOR whose car number almost right called inquired I wanted go I told destination railway station After waiting long able see driver I called asked much time take He said take mins reach He telling proper destination inquiring got know mins mins I also got know driver moving opposite direction It around pm We tense train senior citizens despite leaving home early afraid oldies needed rush ignore consequences health catch train Thanks Uber
425,426,Uber horrid work Week week keep issuing fee UberEATS bag I already paid Each week gets taken still yet fix Secondly give incentives make impossible reach I earned additional instead say somehow I meet requirements This company joke
426,427,I confirmed pick Uber The trip driver come pick says place minutes So minutes passed driver never shows I cancel pick Uber I cancel Uber deducted account I cancel pick credited next ride Why I used Uber screwed I think fault fulfill contract place minutes That I cancel trip otherwise I stick
427,428,Well I sign Uber I looking extra income side In beginning started pretty slow I figured things make decent money using Uber Like previous reviews money make really cover expenses like gas car maintenance etc For example total trip fee Uber fee actual earnings gas online hours Which comes minimum wage I put I needed money However recently I pick three passengers I husband drive I feeling well I also vehicle account one three reported Uber husband driver Uber put account hold call investigation complete I received email Uber situation They said since else drove beside I ban I email back said Why I get warning first offense instead complete ban They said zero tolerance account sharing based Uber Driver Their customer service sucks even try call matters I told I seen guidelines beforehand I let husband drive I believe even encourage drivers read entire policies work Either driver rider beware Uber tactics
428,429,I picked customer exactly surge area went miles away So I surge area But Uber gave surge trip I messaged Uber said I surge But I sure Next day I got another request surge place That time I took screenshot shows request comes surge sides surge appears I send information Uber Uber still says surge side asking customer name I save customers name information customers I said like I know trip I sent trip information I They still says customer name trip date whatever They give day I took request I waited mins I called customer said I come I lost keys Please cancel trip I said okay This happens times Because Uber changed driver screen longer I see trips canceled driver So I information I told Uber I cancellation fees They still says Okay give us customer name trip date time fare Hey trip even start customer come I give fare information Also I record customer name whatever If wanted find trip many minutes I waited This totally weird From surge I cancellation fees My total lost I gon na drive Uber They weird And everytime messaged templates help totally
429,430,I took Uber terminal house The bill Later I checked credit card I charged cleaning fee It wife back seat The driver put luggage trunk I emailed Uber immediately send picture back seat full garbage rocks food etc I explained situation I called bank Finally apologized promised complete refund Please take picture car This drivers use kind strategy charge times money Be advised Thanks
430,431,I signed almost month ago I get daily Processing account The site said days Not month I signed Christmas I almost January Why Nobody tell I gotten hold customers services many times Still waiting
431,432,I single mother three month old baby trying get back feet Long story short I got job working I staying Motel taking Uber drop baby go work every day The first day cost go blocks babysitter get work I borrow money next two weeks rides pay back I get paid Well next day get babysitter get work I idea price gouged according demand I enough money rides Thanks lot UBER
432,433,My daughter left new boots Blundestones Uber cab Toronto When got home realized missing luggage She texted driver reply We way country family vacation two weeks contact She went head office Toronto contacted driver He admit finding boots also admitted giving family member lives My daughter told driver suspended boots returned week passed still sign boots How sad drivers responsible lost found approx days yet driver happily gave away belonged Any help suggestions appreciated university money tight
433,434,On January I rode first ride Uber I got first uber ride said minutes away We went meet I followed map He finally came place got kept circling place five minutes I called Bewkete asked needed directions told No I later So I waited saw left started going opposite direction going went miles away So I called answer So texted back saying I talk later I pissed since waited almost minutes said already picked us Even manager counter hotel said What jerk leaving So I went cancel ride said I still pay So I called another one came within minutes took I going I really like make pay You need hire drivers better people skills better skills finding locations I guess I use Lyft since better customer service drivers It might cost charged even ride wrong
434,435,I writing review NOT ONE PERSON AT UBER assisting I weeks paid ETA I absolutely disappointed When us Uber partners accept every request affects profile yet Uber come party Why ETA paid Why Uber making efforts look Partners way Partners look Uber I easily submitted emails past weeks I getting back automated computerised responses I used submit ETA per week Uber paying ETA If I accept every trip I get penalised yet Uber interest Partners I posted HelloPeter clearly UBER concern reputation market whether negative positive I guarantee moment much positive said UBER This honestly frustrating disappointing demotivating I told two weeks ago issues looked investigated Mohamed sent email saying taken problem Really I know else assistance anyone advise I contact get sorted get paid Hoping someone help
435,436,On Wednesday January I booked Uber Cab Uber app showed waiting time approx mins I checked mails mins I opened Uber app showed nothing means looked like cab booked fact I see booked cab details I opened Uber app booked cab PM successfully trip day Jan I got notification Cancellation Fees much frustrating I checked trips history I got know cancellation fee I booked yesterday But honest I want cancel trip Jan fact Uber App show booked trip details time I booked Uber cab PM I cancel conclusion charging cancellation fees fault If Uber app show booked cab details I cancel You know I started using Uber services since last month earlier I used book OLA cabs I face issue OLA And one suggestion Uber app performance good OLA app If trust customer please charge unwanted cancellation fees I culprit I sent mail Uber concern reply care
436,437,I driving Uber three months I great reviews passengers I dropped many locations around Orlando I strongly recommend one drives Uber They complete rip You spend money gas put many miles car even make enough fill tank back top rude passenger Uber confirm passenger They cause damage car reported Uber tell sent insurance adjuster I longer responsible Any insurance adjuster tell pay fix car They want take responsibility anything sign Uber clearly states responsible damages caused recommend anyone drive Uber They ripping everyone passengers driver I file lawsuit Uber I asked information passenger damage car wo give send email saying information passenger risk personal property company
437,438,I rating plus rides complaints Uber months I uploaded video page created somebody else Within days I received email Uber wanted talk phone To surprise never live person talk Told guy need provide lawyer must pay high tech cameras I protect driving Uber They said anything following day shut access couple months later discontinued partnership violating company policy To day I know I refused provide AAPD records Stating none found
438,439,Booked ride taken correct location Contacted refund They gave refund days later increased amount fare charged account Now refusing correct situation I never use recommend Uber I rather walk miles
439,440,I started driving Uber late October My first week I worked hours grossed paid Of fuel Put lot wear tear brand new Toyota Corolla Those riders complain service remember get pay For I realized terrible company Uber drivers I drive ever
440,441,Uber drivers cheater I must say sister left phone boarding cab At first side cab driver ready give phone shift second day denies I need resolution asap Otherwise I go police company As proof I everything call recording
441,442,We used Uber travel miles hotel downtown Nashville New Years Eve The fare approximately reasonable When ready leave New Years Day Uber app showed high demand fare increased times It raining see choices taxi buses Lyft available I agreed Our bill go back hotel I received invoice first fare I never received invoice fare I emailed Uber invoice receive response Nothing I read Uber app discussed I feel completely underhanded Uber pull kind stunt
442,443,I driving Uber They said make week true lie Working hours week salary week In two months car destroyed miles That ridiculous uber trick people I spent car hold Uber big rip company I never recommend nobody work uber If really disappointed Please waste time
443,444,Driving Uber depressing satisfying I say people completely irrational unrealistic expectations Driving rich hollow entitled people car joy After making small comment rider living hill I asked turn radio immediately I laughed rude exchange I picked lady BMW dealership She told dealership booked ride She immediately told pleased car likes nice cars even though car clean Honda hours put tolerating passengers wasting gas depreciating car value challenging Many customers cancel even though drive destination receive compensation ride Handing candies providing phone plugs people minimum wage job bit excessive almost akin sexual favors fast food restaurant Basically customer car absorb whatever excrement spew support delicate ego I advise anyone job The pay ridiculous Driving people around dollars dollars thievery
444,445,Dec I leaving domestic situation I car trouble My daughter called Uber I unknowingly dropped car keys driver car He showed next day daughter house I work key My daughter called said driver demanding key turned meter bring keys Before get license plate number drove I complained Uber support website response How get away Have way get car What gaining keeping key Why come house key
445,446,First customer service Everything done email whenever answer yes mine So I get Hayward coming Richmond CA I get appointment I call appointment center put I call correct I get I ask questions get much money I need start No one answers I enough money top still call name Do know much longer Said I time I ask questions let go Today ask much start I told customer around week appointment center said starts week Wrong When ask question always wrong answers Now I talked sales person start week Then told great news Found one happier shows car car locked Go get key They ca find key Is someone going look Said No call special locksmith I said How long take She You come back days I told This second time She said That OK back least times Well get another car match price Told want car week ready blow door I ask mgr Well sudden found key Wow great Much I get insurance car said I use No put lene holder info Ca add A minutes Reg closed come back tomorrow OK tomorrow I take car home Yes Next day I show mgr said Metro Mile going business About lie need go It already much put keep getting worse week insurance car drive I paid No help resolve Then said send emails never etc What joke
446,447,I drove Uber earlier year displeased customer service I stop I ready start weeks ago I trouble getting account order I made mile round trip office I got documents updated active I get online I asked help app I told I needed consent background check I told nowhere I got message back engineers working fix app That eight days ago
447,448,After seeing many promises making money driving people place place need license car newer I obtained driver license purchased brand new car I even went far going screening auto inspection I passed I purchased brand new Kia Forte insurance began paying court two tickets outstanding keep license Neither two tickets moving violations They driving suspended car payment insurance payment I paying court total job means pay I informed till I made purchase inspection application drive Uber Lyft must held driver license year drive I stuck dollar debt insurance payment I ca afford I filing superior court complaint Uber Lyft coming days They cost excessive amounts time money reading false promises job reveal truth later
448,449,I drive uber since last job ended far Uber worst company imagine I always notice payments complete either pay far much less expected give less I actually pay toll Just Thursday I picked lady Wellesley Newbery Boston took miles mnts get destination driving miles pick This useless company gave Since I tried contacting keep giving message Am planning lawsuit Uber driver cheated feel company fraud reach
449,450,We ordered Uber Select ride home airport first time rode Uber Select While waiting ride minutes away ordered driver cancelled reason We reorder ride And got driver come minutes later The ride home problem got cancellation fee showed credit card transactions We got app online request refund The message got charged cancellation fee still showed credit card account We call card company given phone number Uber call first We called got message human answer us email support We got email back said nobody answer email go website words back first place That last time ride Uber
450,451,On Dec evening I ordered Uber car Address corner street front Union Square Cafe Approx pm going Penn Station Two us We find driver I attempted call He got frustrated cursed He told I stupid person His name began I mortified How dare talk like I contact never received response I charged twice PayPal account I want punished spoken I also expect refund services I receive After incident I signed LYFT I try
451,452,It nice Uber help people bring want go But I happy much give back cancellation fees trip never take still They charge Some drivers good Start trip without pick sucks charge matter Also drivers know used GPS take long trip fees getting higher change without knowing Hope fix Riders Money stealing Uber Part
452,453,I started driving Uber November I took offer rent car Enterprise I seen charges account vehicle paid This past weekend Uber temporarily deactivated account vehicle registration insurance expired I resubmitted documents several times received generic response invalid I recourse based email responses following Monday local office opened back prevented working whole weekend The Greenlight Hub response problem I get fixed weekend Today I received call Enterprise saying payments made vehicle account So I convinced Wells scam going I feeling I go talk Enterprise morning Uber going throw back driver control real access flawed system lacks real support I reported Better Business Bureau
453,454,On December son used Uber ride takes monthly NYS Army National Guard located Lexington Avenue New York City I shocked I charged Normally trip averaged always pooled see based trips year pickup Albany Ave Bklyn NY drop National Guard located Lexington Avenue NY Time pickup pickup drop Time pickup pickup drop Time pickup pickup drop Time pickup pick drop Lexington Avenue Time pickup Uber sent breakdown last trip Only thing different Upfront Fare Adjustment Uber reimbursement anything So disappointed
454,455,This past weekend I drove Uber app weird things like trying restart I rebooted phone several times I still problem Then I received message stating password debit card invalid So I reverified everything even put debit card That nightmare began I received email confirmation funds transferred account bank account Assuming bad part I spent money come home find Uber pay bank So I messaged several times changed story SIX different times I fed Uber right driver I loved drive customer service treat drivers payment issue unbelievable I need know I file complaint First say debit card needed approval said servers instant pay Then email I got said I wo get money Friday Then stated fault debit card WHICH WAS FINE IN THE FIRST PLACE They even told I money account Monday December But kept changing date well pushed back even December This worst customer service I ever experienced entire life Can someone please point I file complaint Obviously want stick one answer It like I talking robot live person Sorry FRUSTRATED
455,456,It simple matter I using UberEATS place orders food It program place refer someone get I invite codes I placed order pizza The total came discount I receipt saved Afterwards went account altered without knowledge removed promos I placed order sent receipt I called slightly hinted towards account altered someone email support expand matter acted see invite codes I contacted email support within problem never speak rep messages always alternating make long story short kicked referral program without discernible explanation refuse refund previous honored deal placed I kicked program This first time I problems getting old dealing multiple support agents saying multiple things tiresome Had I done anything wrong I accept ruling I know I nothing wrong I silenced refused chance reply random messages random agents
456,457,I ordered Uber pool today Not Uber give wrong pick location driver also charged card twice correct rate incorrect rate After waiting min cold driver I direct right pick location When picked advised first pick people Marriott ok I ordered Uber pool anyway We pick couple I dropped first Later I got chance look Uber receipt I noticed charged price quote time I ordering Uber On checking bank account I charged twice Uber right price quoted wrong price I think couple I pooled They reversed right fare I quoted charging wrong fare plus booking fees dc Uber taxes never charged I disappointed Uber fact number call frustrating Their service helpful I think becoming rip offs unless I get money back I never use Uber recommend anyone This second time Uber charging wrong fare originally quoted I charged twice I ca seem reach anyone help VERY ANNOYING
457,458,Driver said I cancelled He picked took get son school His truck nasty hell He overall creepy I use Uber He took get money card tip Worthless bastard
458,459,I waiting front pickup address curb freezing Just cab arrived suddenly left minute later I got message saying driver cancel I order another one I two minutes driver canceled record shows Then I got charged five dollars canceling This clearly mistake I wanted correct But NO WAY talk customer support phone I sent tweet email get response within hours I still waiting
459,460,I worked UberEATS months I accepted requests made deliveries quickly efficiently possible One evening promotion It held I logged using app pm log pm I looked app later evening said I hours minutes The next day said hours minutes Then I let help department know correct clearly explained I told two separate people I hours minutes A third person said I hours minutes I written messages support told things like I glad personality Uber values partnership You must accidentally logged things like I absolutely log One help service agents said I logged Why I And I accepted delivery exactly How I accept I logged It insane I ca believe amount time spent telling I incorrect calculations It pretty simple app glitch They refuse compensate owe I DONE Uber
460,461,I new Uber Signed tried book reservation ride attending New Year Eve Party Found rude driver Uber works Now tell good service like ca call make reservation I described Totally useless bound fail long term At least I hope
461,462,I leased car thru Uber leasing program Tampa Honda I given choice car wound Corolla stains burn holes seats The dealership never sent tag car despite contacting daily regarding tag expire They issue new temp tag told mailed different dates NY temporary tag expired I drive car illegally sat month repossessed I called leasing company told redeem car days I called day told redeem car said I need commercial insurance bold face lie When I tried deactivate account I cancel insurance repo car Uber refused saying I still owed lease My insurance cancelled driving commercially I wound car job losing home son I homeless I like contact drivers leasing program start class action suit
462,463,Really worst experience Uber cab service Last week I booked ride driver started trip without picking Finally time I called told ca come medical emergency
463,464,Hi All Just want share experience I visited pickup location destination KM far driver started trip already I check I full trust happened Total distance covered KM Friends please make sure check pickup location correctly I lodge case Uber reply Such cheating going I believe Let know know way contact UBER
464,465,After landing Oklahoma City airport business I requested uber pick take hotel The driver nice rate reasonable I requested uber pick take hotel take Oklahoma City flight When I received charge sent email uber customer service department stated dates travel location hotel asking I charged double First replied saying help without exact location travel I replied saying locations stated initial email email attached uber account Do access drivers replied saying location suv sent therefore double charge correct I request suv It I business I completed appalled way handled issue I reimbursed charges business I still never use Uber I issue Lyft immediately corrected polite professional manner
465,466,Uber classified low rate four door luxury leather fully loaded LTZ Chevrolet truck white Buckskin leather Bose stereo system heated air conditioned seats And every customer I picked uberX says expect kind ride Uber says truck low standard truck When I email UBER situation reply
466,467,Stealing miles therefore money drivers If complain via email use bots answer dumbest questions If call folks disconnect waiting minutes Virtually impossible resolve issues
467,468,Was traveling home late one night saw extremely drunk girl bart She stumbling around said going drive home I said I pay Uber make sure got home safely kill anyone got whacked charge Apparently got sick I understand policy really So message good Samaritan Let people drive home drunk kill others
468,469,I order car reportedly minutes away arrive minutes later I tracked car app phone car driving circles I texted driver told I across street local college I noticed car start heading right direction If Uber local drivers need say Why send driver NYC outer suburbs know going Also teach follow directions GPS
469,470,Yesterday I ride Uber pool It showed paying home work place But getting destination driver asked pay This fair The driver cancelled pool ride going share asked pay amount also Uber giving satisfaction customers Uber pool rides If one shares ride pool mistake Really worst experience
470,471,We called Uber cab driver told us two minutes The driver cancelled ride got charged dollar fee got left ride Real nice scam guys got going Never I use service
471,472,I tried driver Uber nothing run around When email I got emails back different people none answer question I asked They always gave run around This going months If get drive glad I wo
472,473,They pay enough anymore work Does even cover costs operate maintain vehicle AND make minimum wage Too many short rides NO MONEY short ride They implemented price cuts reinforced surges REAL hope making enough money pay bills almost impossible get surge fare unless downtown Saturday night might I add drivers giving even competition You make times money delivering pizza even kidding And wo deal rude people getting car slowly ruining Corporate give crap car money earning THEM So thinking driving get rides collect referral bonus dip switch LYFT
473,474,I took first Uber Atlanta weekend I say I highly impressed The whole ride cost picked clean sedan driver nice I felt safe giving us minute ride suburb Atlanta Same ride probably cost nearly cab I take Uber whenever I
474,475,My son accidently left laptop Uber car He realized minutes Uber car already gone He tried contact driver Uber apps however driver helpful The Uber management try help force driver help since driver independent contractor direct responsibility management Characteristic relationship driver management Uber make passenger vulnerable Passenger ask management responsible driver behavior
475,476,Last night Uber driver Dietrich Beach took daughter birthday money gift cards bank card expensive purse total briefly stepped car stopped ride pick friend She literally chased Toyota Yaris stop She called driver told come back She waited two hours She contacted Uber support contacted driver course denies anything car
476,477,EXTREMELY disappointed Uber days ago account Uber hacked someone Australia I US resident never even traveled charged card upwards I cancel credit card currently moneyless I away school bank nearby I contacted Uber FIVE times NO RESPONSE whatsoever I cancel account Uber allow customers call support line forcing communicate via messages account Ironically none messages answered someone still attempting use account The company allow remove credit card information account unless add another I never use Uber I recommend either If something goes wrong help whatsoever unprofessional company
477,478,Oct ride Milwaukee Airport downtown normally takes minutes take time Driver wrote minutes charged It first last ride Uber Driver lied scammed You get Uber phone neither credit card company Their help work well I got answer You ca get touch bad business
478,479,I signed Uber use app I downloaded times still work I I want use days also London next year The reviews I read far seem daunting I done right thing
479,480,For two weeks row traveling work DFW drivers constantly refused come get I outside gate I take bus remote south avoid airport gouge price city bus back option It matter I airport property long public access I able get ride destination Especially since pay money request ride I using Uber two horrible weeks
480,481,When I first began operating legal public utility transportation company serving island community Hawaii I desperate new business Uber find actual insured state county LICENSED transportation company serve airport After heavily recruited put BMW service airport assured decent compensation I took offer one perspective customers ready NOW pay fares I fool Uber available popular airport serving wealthiest travelers US legally eyes state county governmental INSURED AND LICENSED PUC investment We paid Seller hefty regulated license cost PUC certificates BMW cars insured lawful APPLICATION transfer certificates prescribed law Then waited two half months received lawful passenger transportation license recognized state county government After days processing application finally got started Then Comedy errors average wait time airport minutes flights brought Uber passengers AM next wave long water flights came PM nothing Some days lose days got runs nice resort filled gaps It started like good date went history know Uber started several years used limo services thus illegality moot They operated travel agency referring rides idle town car drivers filling dead time excellent idea After Uber called UberX unlicensed vehicles drivers masquerading low cost taxis political pivot said technology company transportation company subject licensing requirements They played extra income single mom struggling two income families making ends meet card What neglect say newly directed income Uber drivers rightfully belongs LICENSED operators paying fees insurance subjected government The DRUNKS After six winter months one Saturday night idiots drunks complained reggae concert I go wild street party leave airport pick UberX rides Black car one night complaints drove score turned apps said via chat I needed take online customer service class Since company began rating earned consecutive five stars carefully worded letters customer praise satisfaction And I well trips belt heard daily nicest Uber I ever Like I need take class customer satisfaction I refused punished choosing get vomit car puke smells days stains NEVER come I refused take course I A Honolulu manager called begged pay take course I openly voiced anger BS expected put weeks cutting referring percentage Uber I looked harder business succeeded told Uber put If drawn conclusion I may know little bit next civilian read points see real problems Who driving Uber refuses submit driver profiles vetting We OK SF background checks Really Does driver experience field may require SOME basic fundamentals like stopping traffic drop rider Our island requires question local knowledge test English get higher NO LICENSE TO DRIVE TAXIS GPS OK occasionally guide deliver people safely No breath test supervisor drunk stoned stupid Self supervised really Absolutely NO local supervision manager phone contact No commercial insurance hotel insurance endorsements No legally obtained intended transportation certificates applied granted No safeguards ensure drivers offer riders ride pay cash happens day long Surge biggest unchecked scam many nights days app say translated requests drivers available Then sit waiting dispatch nothing silence runs duped riders know drivers really available advertised This Fraud Dangerous drivers I submitted clear photo Uber mgt dizzy driver three toddlers three adults Chevy Malibu TWICE still driving Driving people serious business younger crowd get yet enough DUI funerals friends register Uber absolutely absent comes knowing drivers sober high oversexed inexperienced crash focusing GPS instead knowing town like pro minimum pizza delivery man Uber convenience bear value common sense regulation passenger safety Laws written avoid problems punish offenders Uber thinks threshold obtuse arrogant
481,482,Uber increases prices times know people need leaving events concerts Very unfair unreasonable causing people find alternatives taxis shuttles trains costing Unbelievable
482,483,I found since using Uber fantastic But recent weeks I longer get Uber Armadale Perth Western Australia keeps saying drivers available try later This happens anytime go back calling Swan Taxi I prefer choice older drive quite disappointing
483,484,I driving Uber four months This past Halloween weekend also busy football weekend area I live drive I drove expecting knowing surge pricing We college students coming town football game I picked three different groups riders surging area surging two solid hours busy When I got home trips I noticed fares close surge pricing make I immediately emailed customer service one trips one time I get understand surge pricing showing like showed received lame computer generated response made clear either computer responding someone speak understand ENGLISH I receive responses plainly showed comprehending app acting I received responses different representatives emails wasting hours time five days still one comprehended problem compensated driving It simple fix I know track everything real time I corresponded prior know keep GPS drivers ALL TIMES And yes probably riders also Spooky huh Uber also stated one email I asked speak supervisor someone understood english claim capability WHAT Probably computer generated actual person control I NOT recommend driving UBER They stiff drivers AND riders They also claim send requests pickup closest driver time I know NOT true I several trips car requesting driver send someone miles away I thought first time happened perhaps glitch happens end giving person ride totally free charge already car app sending request even showing app I understand send drivers far away I literally inches away They want us drivers waste money gas driving pick rider farther away sending closest driver rider waiting long periods I thought idea riders NOT wait long Now soon I hit send I bet account suspended Like I said track EVERYTHING WWWHHHOOO Yes spooky
484,485,On needed ride airport called Uber We needed XL truck Randy came Lincoln Navigator Soon meter started said I need gas Now mind meter already started We get gas station He decides stop meter cancel trip At wo get charged He said But mile starting point So ends trip gives stars So start He says fix Instead getting freeway drives Gratiot I like wrong freeway He replied Uber saying way freeway Okay traffic light might cut mins Then get freeway entrance makes wrong turn I Detroit know get I say Where going This right way Oh says turns around Goes block freeway His response You right When get airport passes Jet blue drop circle around running meter When finally get drop zone says Call I pick meter flat rate Now I paid second ride Please So I report Uber They offer credit I using service What understand I said
485,486,Repayment money taken account On withdrawals made account service I order This clearly fraud committed Uber given runaround ever since I sent copies statements show They keep saying email address correspond account email address initially used How I order service
486,487,In many occasions almost daily bases Uber underpay Misentered time mileage Of course I done best adjust correct payment close compromising amount costing spending long times get corrections This become common practice Uber I wonder drivers time knowledge claim fair amount Repetition practice often I like authorities look matter protect drivers realize means
487,488,My friend I called UBER pick us take us back friend place miles away First minutes late I get security guard get phone locate find us We walked car arrived I noticed taking us longer route taken Uber get place simpler much shorter arrived saw friend feeling well back seat started screaming grabbed violently arm rudely shouting get car The charge dollars fare The next day I get email says I charged clean fee That ridiculous My friend woke saying arm hurt I looked saw finger marks arm night This acceptable way treat customers People Uber get car accidents drinking threw car yes right inflict harm customer charge clean vomit That ridiculous I never take Uber terrible experience
488,489,On Sept I took Uber Orlando Airport Kissimmee cost On Sept I took Mears Transportation airport charged If Uber supposed cost effective rate almost licensed transportation company purpose allowing operate metropolitan areas I charged base fare distance fare time fare tolls airport surcharge I checked receipt I received Mears compare costs found nothing comparable Furthermore I looked ways contact Uber avenue I found Facebook issue ignored
489,490,Asked Uber Was suppose arrive minutes Nine minutes later driver He called say lost Uber sent different addresses none pick address I cancelled ride Driver lost I late waiting Uber confirmed cancellation nonetheless charged cancelling minutes passed WHAT A RIP OFF And trying introduce flying cars It appears ripping ON THE GROUND satisfying thievery urges CEO I asked Uber refund They gave two emails anything history ride request AT ALL MY OH MY IF YOU HAVE NO HISTORY WHY AM I CHARGED Nothing Uber works correctly Their entire system messed
490,491,I PSA Uber care This shade shame My Uber account hacked earlier week someone Australia yes I like travel never Australia I tried contacting Uber via email website phone number contact I sent emails reporting activity asking someone contact I included screen shots receipts fraudulent trips taken account deactivate account Also email receipts came foreign language Since yesterday I ca get account still contact Uber representative My bank taken care end Uber least acknowledge issue I brought I using social media help get attention Uber asking anyone deactivate Uber accounts uninstall app please There companies use Uber billion dollar company currently one company cares address fraudulent activity happening company Thank
491,492,I scheduled ride three weeks advance I get home due college car It told ride scheduled within fifteen minute window A car never showed This service sucks I never use Uber
492,493,I take Uber work least times week yesterday I get driver Steven complete claimed know Philly mercy GPS As shown map clearly dishonest driver danger passengers drivers After horrible experience mention late work I never take Uber
493,494,First I like explain I NEVER I EVER Uber Driving Company I received numerous fraudulent charges company I tried contact via phone number attached charge bank well via email The phone number told send email phone messages get distorted BS support I sent email almost immediately I received response email NOT received go website search response question well without acct I contact anyone So far I concerned lack ability communication company customer service I think fraudulent crooked driver STOLE hundreds dollars account
494,495,We took Uber Coral Springs Fort Lauderdale airport As passed security realized left one item painting backseat We contacted Uber right away app wait minutes Uber put us driver phone He speak English got fellow passenger talk He said come minutes meet us dropped us But boarding enough time At point gave us phone told call days get back days later upon arrival called asked painting goes painting I Spanish person call totally refused painting We contacted Uber many times help They really stand behind customers Should get rid dishonest people hire body communicate simple English After horrible experience I never use Uber
495,496,Unfair payouts drivers On October I payout South Florida I went Uber fare estimating feature I enter exact route estimated UberX Really You guys ripping
496,497,An Uber driver ran mailbox Ok stuff happens But drove away untangled bumper wreckage We contacted Uber considered hit run driver arrested No response three days police baffled Uber customer service Only cryptic emails Uber sued lack response dangerous people drive react
497,498,Does matter agree price surge You forced agree means transportation need get home Uber needs competition get I never use They wo able surge high wo matter cheapest You earn customer loyalty charge fair prices even though competition Under mile
498,499,I started driving Uber I saw ad phone claiming I make I drove total trips I came nowhere near making The fact expenses I made little cents per mile equaling guess less After around days I received notice I pay car inspection This I decided stop driving Uber So I two complaints The first Uber falsely advertising pay rate drivers How keep getting away Second I informed I longer drive blocked rider Childish petty words I use describe Uber business practices
