overall,reviewText,summary
3.0,"I really can't recommend this product if you can buy the G502. I tried both and kept the G502 because of the following reasons:

Better feel, sound, and response of the primary left and right buttons and especially the buttons by the index finger and thumb. Placement was also slightly better on the G502, at least for my hand.

The G502 does have a slightly more premium feel.

There are other minor factors as well, but those were the two greatest factors for me. The one plus of the G402 was that there is no rattle of the wheel.","Great, but g502 was better for me"
5.0,EVERYTHING IS GREAT,Five Stars
5.0,"Wonderful! Best video game system for me based on game choices, graphics and price. Easy to set up using the quick start guide.  Fun to play since it came with the Star Wars bundle. Hours of fun with amazing graphics.  Battlefront is so good we have not played the other games.  The single controller that came with the system has a cable so you can charge it while playing.  I purchased an additional controller and charger but I expected to purchase this.  I did have to buy a LAN cable to connect the system to my router, but most individuals will not need to do this.",PS4 system
5.0,good game nice storyline and good game action.,good game
5.0,excelente,Five Stars
5.0,Loved the movie. Loved the game(weak voice acting abounds but not terrible).,Spidey sense is tingling.
5.0,"I am currently still playing this game, and I would say I am about 65 hours into the game. If that is any idea of what I think of this game currently. I mean it has great makings for a single player, open world, fantasy rpg. It has some cool features that are applied when lvling your skill and abilites. Also the loot makes the game much more enjoyable and exciting especially destroying loot(using and lvling blacksmithing) and then using the parts you gain to craft even better gear from uncommon to epic. I happen to enjoy the hack and slash feel of the game, but do not let that fool you this game is in short...hard. I mean you have to be able to time the blocks and dodge just right or take the chance to stay stunned or poisoned, etc. It definitely has it's challenges and that is a good thing, I wish it was a little more populated with npc's with a bit more interaction, not to say there is not any because there is, but I believe the game feels a bit lonely at times, especially in tsome of the main quest area's. I suppose that is one of the downfalls is that it is strictly single player and a bit lonely feeling in the game play. The story I believe is a good one with some of the more minor cliches with some unique twists and add ins. I recommend this game and will be playing it the whole way through. I recommend people give this game a chance at least to the level 20",Took me a bit but I am glad I gave it my time
5.0,Great  game,Five Stars
5.0,Warning you will lose track of time playing this game.,Five Stars
5.0,Perfect.,Five Stars
4.0,great fighting... you have to get used to it though. combos are hard. not a fantastic story... and dlc is about another 40 dollars,great fighting.
5.0,"some pointers before you begin
1. This thing is heavy. If you drop it it may cause serious injury
2. This thing is big. Even though this is a toy, it makes feel the others like toys
3. You need to put some muscle into moving it. If you have not tried it yet, you will notice a huge difference with what you may be used to by now. I did not find stickiness (though I have not tested every single one that has came out of the factory), but may be that what other people call stickiness is part of its size and the force you have to use to move this. Even so, once you pass the surprise, this is what becomes natural, and the others feel like plastic sticks (though they are)

The movement is quite fluid and precise",pleasant surprise
5.0,"This is 'really' one of the more enjoyable mystery solving, hidden object type games I've played.  Great scenes, temple ruins, courtyards, river, lava, kidnappers, it has it all.  Cute mini games, some I really had to use my brain.  Fun to play more than once.  Worth the money.",Feels like you're there
1.0,couldnt get it to work on my computer,One Star
5.0,This was a great deal and I still have it today.,Five Stars
5.0,"Great, perfect to have time with your family or friends",Five Stars
5.0,If you enjoyed bioshock then you will love bioshock 2.  Ignore the critics 8.0 and 4 out of 5 scores. This game is a strong 5 out of 5 or 9.5 out of 10!!,awesome
5.0,Awesome in every way!,Five Stars
4.0,"It is a decent controller and all the parts work well, but it is still a third party.  It is really difficult to move the control stick slowly, and when using it in games, it just doesn't feel quite right.  I think in the future, I will just buy replacement parts from companies like this and use them to breathe new life into my old controllers.",Decent but still third party
3.0,"When I got this almost 3 years ago it was meant to hold me over until Microsoft came out with a better remote.  They haven't and I haven't really needed it for what I mainly use it for.  It is disappointing that simple functions like skipping tracks don't work in some MS apps like Groove.  I don't have a subscription so maybe it just doesn't work when playing your own music from One Drive. Also, there's no sort of low battery indication.  You'd think at this point they could have integrated some sort of on screen warning if they didn't want to put anything on the remote but no, your only indicator is pretty much that button presses randomly won't work unless you hit it a couple times and slowly but surely it gets worse until the batteries are dead.  Since it requires line of sight this is pretty easy to confuse with a possible obstruction.  Bottom line, if you lower your expectations and get this at a decent price you won't be too disappointed.",If you lower your expectations and get this at a decent price you won't be disappointed.
5.0,Excellent,Five Stars
5.0,GREAT,Five Stars
5.0,Works real good,Xbox connector
5.0,"I was a big fan of the Baldur's Gate games, and when Bioware touted this as the spiritual successor to BG, there was little doubt that I would want to own it.  My experience with CRPGs is admittedly limited - primarily to BG, Neverwinter Nights, Fable, and Morrowind.  But that being said, I would readily state that this is easily one of the greatest I've ever played - if not one of the greatest RPGs ever.

I'm less than a fifth of the way through the game, and I've clocked in a solid 24 hours of gameplay; at this rate, I'm certain it will take me a full 200 hours to complete just the first time through.  That's partly due to the fact that I keep getting distracted from the main plot by the dozens upon dozens of sidequests.  And that's not even yet taking into account the significant character stories that will play out depending on who's in my party; or the fact that this is just one of the six origin stories - and when I play again, I can have, in many ways, a brand new experience when I try one of the others.  I've also sat down to play it at least a dozen times, promising myself I would go no more than half an hour, and then wind up playing it three hours or more; this game is like crack - I tell myself I can stop at any time, over and over and over.

Combat is at the heart of what I love about this game; I find it to be immensely satisfying.  Bioware RPGs are the only ones I've ever encountered where combat is both real-time and party-based.  They thankfully switched to a mana-based magic system, and added in a similar stamina-based system for warriors and rogues; so while mages get to learn and activate cool spells - of a wide varying, and in increasing levels - warriors and rogues learn special tricks of their own in battle - taking it beyond simply swinging swords at one another.  You can pre-set things by the tactics system, with individual commands for each character depending on each step within a battle.  Personally, I like turning the tactics off, and taking full control of each of my characters, determining when and what they do.  The only thing I miss is having six people in my party, rather than four.

The other driving force that makes the game so fantastic is the story and character.  There are loooong stretches of dialogue and story, and your individual responses can significantly impact the game.  Breaking away from the alignment system, characters are not so much classified as ""good"" or ""evil"" - but they will approve and disapprove of your actions, which is judged along a point system, depending on how that character feels about you at the time.  If disapproval goes too low, that character may leave your party and never come back. (And depending on gender, if approval is high enough with certain characters, it can activate romance.) But it may come about from doing something that all the other party members significantly approve of; Bioware promised that they wouldn't be the obvious ""right"" and ""wrong"" decisions to make - there are situations with difficult decisions to be made, and there really is no right answer.

The camera system was a big reason I wanted the PC version, rather than for the Xbox 360, or PS3.  I love the freedom of looking around; the fact that I can bring the camera down directly over the shoulder of my character, or that I can pull back to a top-down perspective like Baldur's Gate - primarily useful during combat, with a broad view of the battlefield.  Similarly, as someone who recoils at the traditional WASD utilization of so many CRPGs, I actually rather enjoy what's employed here - with the option to use the keys to move your character around, or using the mouse to click on the area of ground I where I want my characters to move, just like in Baldur's Gate.

There's a camp site always accessible, which functions as sort of the hub of the game.  While there, you rest of up from injuries (acquired anytime someone falls in battle), re-stock supplies with the dwarf merchant that follows you around, access downloadable content, and initiate conversations with the other members of your party - but even that can be tricky; say or do the wrong thing, and the character you're speaking too may suddenly drop significantly in approval points.  Also, in addition to the unique characters for your party, kudos to Bioware for recruiting the likes of Tim Curry, Kate Mulgrew, and especially Claudia Black for voicework - I would consider Black's character, Morrigan, to be like Minsc in Baldur's Gate: you have to play through with 'em at least once.

The individual class systems are more customizable; the character creation centers more on actual appearance - down to the shape of different parts of the face, and so forth - and then you simply select a gender, race, and class.  Then, each of the three base classes - warrior, rogue, and mage - has subclasses, one of which you can emphasize on into the game.  Similarly, each time a character gains a level, you are given points with which you can assign to increase attributes such as strength, magic, dexterity, cunning and constitution.  You also get to decide the new abilities and spells for each character as they level up; rogues can learn stealth and lock-picking, as well as specific combat tricks; warriors can determine whether you want to emphasize a two-handed weapon, two weapons at once, or sword and shield; and mages learn a variety of spells based on nature, spirit, etc. that vary between offensive and defensive.  There are wonderful little details that ultimately prove toward making your individual character - and party - entirely unique.

My only, minor criticisms of the game are this:
-The subquests, though fun, are not altogether varied or creative; most the ones I've encountered thusfar usually involve going somewhere, killing a person or group of people for whatever reason, and reporting back.  Though I do rather like the added abilities of persuasion and intimidation - depending on your strength and cunning.
-I turned off the persistent gore in the options menu, because I didn't want my characters walking around splattered with blood all the time; but beyond that, I actually find there to be so much to the point that it actually becomes comical.  Bioware seems to have become so delighted in including it in this game, they didn't stop themselves from going completely overboard, and it occasionally can make some of the more brutal cutscenes of battle somewhat difficult to take seriously.

A final note about technical requirements: my computer has a chipset, rather than an actual graphics card.  The rest of my specs are more than adequate (3 gigs or RAM, 2 GHz processor), so I downloaded the character creator and it worked just fine.  I read around a lot online, with varying opinions about whether or not a chipset could handle such a technically massive game like Dragon Age, and finally just decided to buy it on the hope that it would work.  I put the graphics on their lowest settings, and always play it with my computer on high performance, and it works just fine.  Is it perfect?  Of course not.  It struggles sometimes with loading, and a few of the cutscenes; and if more than a dozen characters are on screen, the frame-rate drops significantly; but it gets by.  And that's all I need.  So if you're in a similar predicament, I would recommend trying the character creator, and doing research on gaming message boards, etc. - because even with just a chipset, there is still a possibility that the game could work on your computer.

I love Dragon Age.  I'm not even close to finishing it and I already love this game.  I play mostly console RPGs, and find they usually become bogged down in repetitive, turn-based combat, utilize immensely flawed real-time combat, or synthesize themselves with other genres.  Only Bioware has ever managed to produce what I believe to be the perfect RPG; one that is never too reliant on one element, but rather perfectly balances gameplay, combat, story and character - in the most seamless form as though playing out an epic fantasy story as the main character.

Between Dragon Age and Baldur's Gate II, nobody does RPGs like Bioware.",Bioware at its best
5.0,"this is without a doubt  the best screen protector over there!!! not to mention the fact that it's  really easy to put on!!! excellent product, ah almost forgot it hides the littler scrash on your psvita screen for sure!!!",best protector I've ever had!!! and easy to use!!
5.0,"Can't game without these things, try them u will get used to them quickly and u will notice better aiming.",try them u will get used to them quickly and u will notice better aiming.
5.0,"If you are a fan you might find a few things annoying from the original to 2, but really it is still a great game. fun and the story is pretty good too. multipayer is always a challenge and pretty well balanced but not like the original. I loved the campaign and there is nothing like walls of siege tanks and bunkers to slow some zurg down!",Love this game!
5.0,"Ordering was easy, price was good. Vendor communication was excellent. Delivery was within the stated time frame. Would buy from this vendor again.",Star Wars Rogue Squadron III: Rebel Strike
1.0,BAD BAD BAD,BAD BAD BAD
5.0,Right on target with the other Duke Numkem's...a never ending story...great graphics...great characters....great game,great graphics.
4.0,Completely functional and great price,Very good
4.0,"I loved the hand-to-hand combat. It is as slick and refined as anything I have played. The graphics are top notch. The voice acting is great. The plot is weird and wonderful, despite being a little nonsensical. I enjoyed gliding around the city and rounding up bad guys, solving murder cases, taking out militia checkpoints, and being generally disruptive to the bad guys. There are many hours of pure Bat-fun to be had here.

However, this is a flawed game. The tank battles are sort of fun once you learn how they work, but the boss tank battles (like Deathstroke) are annoying. All of the Riddler crap could have been left out. He was in the other three games and I've had enough of his shenanigans. The Batmobile can be fun occasionally, but most of the time I found driving that machine to be a real chore. I want to beat up criminals, not run them over. I spent most of my driving time crashing into things. The Riddler trials than required the Batmobile were just plain stupid. Having to complete every single Riddler challenge in order to get the ""real"" game ending was a stroke of stupidity by the developers, and a big middle finger to the fans of the series.

If you are a fan of this series, do yourself a favor and play this game, but be prepared to skip the annoying parts.",Fantastic but Flawed
5.0,I got it to finally replace my old PSP's back piece that broke off years ago. It gets the job done and it's cheap so I can't argue here. Good product.,PSP 1000
5.0,"This Was One Of My Most Favorite Classy Games I've Played During My Times As A Beginning Gamer, I Was Very Addicted With This Game When I First Played It On My Old PC.",Aww The Old Days When This Was Around
5.0,this review stuff sometimes isn't needed and it really bothers me that i cant just hit the stars and be done,great game
4.0,"Never did finish the first Dishonored, but certainly finished this one.  Felt it needed more of an ending than some lines of text and stills in the background, which is probably the biggest let down of the game.  I had fun playing through it still with that terrible excuse of an ending I am currently in my second play through, having a bit more fun killing everyone in the process, even if without powers.",I had fun playing through it still with that terrible excuse of ...
5.0,perfect to eliminate the slick feeling of the elite controller.,Five Stars
5.0,I'm new to this franchise but I'm having a blast playing this game! Combat is relatively simple (which I like) and the game offers plenty of content. Highly recommend!,Great Game!
4.0,This is the exact retail package you get in store. Everything works and it arrived in excellent condition.,Retail  packaged.
5.0,Much better game than i expected. Picked it up cheap and got a lot of play out of it!,Great game and value!
4.0,"The gameplay and story were very good. It probably wasn't as good as it was hyped up to be, but I had a lot of fun with it. Great game for fans of the first in the series. 4 stars",Very fun
4.0,Worked great matches pink Wii mote,Four Stars
5.0,Thank You,Five Stars
4.0,"Like others I was intrigued by the new D-pad for the otherwise excellent 360 controller. I would have liked it to have seen something similar to a dual-shock's D-pad (that controller's only redeeming quality, IMO).

This D-pad is twist-able: twist right=plus sign, twist left=same crappy disc it's always been. That said, I don't know why anyone already looking for a better, more accurate D-pad would choose the disc, but hey, whatever ;) The shinny plus shaped D-pad is better, but it still is a bit problematic -- for me it is up/left, it still goes either up or left, but I have noticed an improvement in the other ""off"" positions. For fighting games it does ""roll"" through combos more accurately. How much more? That's hard to quantify depending on player style.

Ultimately is this new controller worth the $60 price tag? NO, not when I bought a plain white one from Amazon a few months ago for $28/$29 on sale -- right now (2010.11.17) the black glossy is on sale for around $35 (although no battery or cable for either). Unless you play games that use the D-pad a lot, really like that grayish-silver color or need the play and charge set-up it is probably *not* worth the price-tag.

A couple of caveats besides the D-pad, the buttons are very ""flat"" in appearance -- 2 clearish (A and Y), 1 smokey (B), and one dark gray (X). I will eventually swap these out for lit-up versions of the standard color format (whenever I get time to take the controller apart and solder a few wires for the new buttons...not anytime soon, but someday) Also the trim is duo-tone: black for the chat pad connector, as well as bumpers, triggers and battery packs (the play and charge cable is now all black as well) -- then gray for the thumb-sticks and the ""off"" positions of the D-pad (up/left & right, down/left & right)and the A,B,X,Y buttons. If I have time this week I'll post a video, but that's a big if right now, but either way I hope my review was helpful and thanks for reading...GAME_ON!",New Shinny D-pad = Not Quite There Yet
5.0,"So Gamecube might not have launched with a Mario game but Luigi finally starred in his own title! Though not a platformer this game is engaging and fun all the same. It's got a fun Ghostbusters-esque gameplay theme, and it's fun to explore every nook and cranny of the mansion. Luigi really should get more time in the spotlight, especially if he continues to star in games like this. Though I owned a Gamecube at its launch I only recently played this game in its entirety. In the end I kicked myself for not playing this sooner. If you missed out on this the first time, don't pass it by again!",A great breath of fresh air for 1/2 of the Mario Bros team!
5.0,I love this play set it's really fun,Five Stars
5.0,use it all the time,Five Stars
5.0,"This keyboard isn't cheap, but you can tell the difference the first time you try it out. Keystrokes are incredibly smooth, the LED backlighting is VERY bright and beautiful, and overall the keyboard is just excellent.

MX Red switches:
This is my first time with mechanical keyboards, so I've never used any of the other mechanical switches, but the Cherry MX Red switches are awesome. If you're looking for switches the don't require much force to push them down, the MX Red switches are should be your choice. Unlike membrane keyboards, I believe these MX Red switches don't suffer from any ghosting at all, which is very common on cheapy keyboards.

LED backlighting:
If you want some crazy bright backlighting on your keyboard, look no further than the K70. You can also switch the backlighting to only illuminate the gaming keys (WASD, 1-6, and arrow keys), which just shows how gaming focused this keyboard is. And, of course, if it's too bright for you, the keyboard has three brightness settings and off.

Key caps:
The keys are pretty typical, but I like them a lot. The keyboard comes default with the black keys on the entire keyboard, but it comes with 1-6 and WASD keys in the texturized red keys you can see in the pictures. To my surprise, the keyboard also comes with a tool to easily remove keys and replace them with any other keys; that is awesome!

General notes:
The keyboard does lack macro keys, so if that's your thing, look elsewhere. However, since there aren't any macro keys, the keyboard isn't overly large, which allows it to fit better on tight desks. I'll also note the volume wheel and media keys (pause/play, etc). I love those added touches.

Overall, this keyboard is crazy. I haven't switched all of my computers over to mechanical keyboards yet, but I'm definitely in the process. Corsair didn't disappoint with this keyboard at all.","Smooth, bright and beautiful"
5.0,This is an oldie but a goodie. I also grew up with this game so I repurchased it when I was finally able to find it. Graphics are deplorable (by today's standards) but this game is fun and still a little challenging but like all other games of its time you just have to memorize the pattern.,Good old fashioned side scroll
5.0,"Amazing game, there is not alot i can say of this game other than is one of the best games i have ever played, its up there with Skyrim, Fallout 3 and Street Fighter 2 turbo.",Amazing.
5.0,Interesting game,Five Stars
5.0,Perfect to add to our skylander collection,Five Stars
4.0,I've only played it a few times so I can't base this on a beginning to end rating.  What I've seen so far is visually awesome.  The control layout is a little difficult to master.  With a few more hours of game play this is going to be one of my better choices for the XBOX ONE.  If you are a Tolkien fan than this is a must have title.,A Must Have for Tolkien Fans
5.0,Grea skin for the Xbox controller.  Easy to install and help you to hang on to your controller with excellent grip,Skin Set for Xbox One Controller
2.0,Like I said above balance and shortness are issues otherwise if you like Star wars Unleashed its more of the same.,2 stars for balance and shortness
5.0,"I original bought this for Knights of the Old Republic because I missed it the first time around.  Great game By the way...  To my surprised I found the other games extremely fun, Republic Commando and Empire at war are great games.  Battlefront was OK but still fun.

If you missed any of these games the first time around I high recommend this package.

Knights of the Old Republic: 9/10
Empire at War: 8/10
Battlefront: 7/10
Republic Commando: 8/10
Jedi Knight II: 8/10

Also if you buy this to play KOTOR, find the hex hack on the Internet so you can play this game in 1920x1200, makes for a more enjoyable experience then max 800x600 the game allows",Box of fun
5.0,Got what I wanted!,Five Stars
5.0,"I have this for Xbox, no comparison in ultra and 4K res!! Ridiculous period, pictures worth a thousand words check the two out I've included",Best game period
4.0,Nice game!,Fun
5.0,Very cool,Five Stars
3.0,Lost interest as soon played one season.,Three Stars
3.0,"While certainly not the worst game ever, this is unfortunately about the weakest attempt in the TR series, other than last the last Tomb Raider reboot (2013).

Both games suffer from trying to change the formula a little too much. Tomb Raider 2013 focused on fighting rather than tomb raiding, and similarly Angel of Darkness makes combat more of a priority. Likewise, both games suffer from a lack of tombs. For TR2013, they were added in as ""optional"" side quests (mostly single shot environmental puzzles), and in AOD, they are again mostly ""incidental"" city environment puzzles. While it's admirable that these games try to shake things up, both miss the mark.

On the pro side, it is a Tomb Raider game, which means that if you can put up with the terrible control interface,  it's better than average even if it is on about the bottom rung of the TR ladder.",Good if you are collecting all the games or get it on discount
5.0,yay,Five Stars
5.0,The memory Card has been very useful - my son really is very happy with it!,Memory Card
5.0,"Loved the game! The graphics were great and the story was set up well. The story wasn't as amazing as the twist ending to the very first InFAMOUS, but it was good. Plus, the powers are really fun. The gameplay mechanics in this game are very similar to the infamous games on ps3 with some added buttons. If you loved infamous 1 or 2....or both. Then you'll love this game too! Keep em coming sucker punch!",Oh yeah!
5.0,"I've played every Souls game and loved every minute. The graphics are stunning, the areas are diverse and give you that great feeling of discovery. No more cheap 3on 1 fights like DS2. The new weapon techniques are interesting. Makes you adjust your playstyle if you want yo implement them. Cool NPCs with storylines. Bosses are mostly a treat. I don't need to say much more, buy it",A great end to a great series.
5.0,Good game,Five Stars
5.0,Very fun. I'm not very good at building my own levels yet though.,Great
2.0,The unit does work however many times I have found that sometimes the unit loses its connection and the battery is dead next time you want to use it. Other times it works fine. Should be redesigned to hold the unit more securely while charging.,Good Idea - Bad Implementation
4.0,"I was using the Corsair Glaive prior to purchasing this product on sale. My initial impressions were fairly negative, trying to adjust to all the buttons I could hit with my thumb on the side. The mouse is also quite heavy in comparison to my previous one so it took some time to be able to maneuver it consistently well.

After using this mouse for several months, I've come to like it more than I initially thought I would. Those already using a similar, heavy mouse with many buttons probably won't notice a difference. If you're switching from a standard mouse you picked up at the local Walmart, it will be a big change. I haven't used the additional functionalities of the mouse very much, but those I have worked fine. The only gripe I still have is that I hit the bottom-left button on the side accidentally more often than I would anticipate even after using the mouse this long. Due to this, I cannot map anything to the button for fear of activating something unwittingly.","Heavy, with sensitive buttons"
5.0,"The game is very good, excellent, but my children despite Internet search can not find a way to play two players.","The game is very good, excellent"
5.0,"This is a great game with aspects of different games.  It has the vast maps from the game Skyrim, the graphics of war of Warcraft, the movement of dungeon siege III, the weapon durability factor from demon souls and the ability to travel to anyplace, which is found in skyrim.  Great buy and I recommend it for anyone who likes a great RPG game.",great game.
5.0,Great,Five Stars
3.0,"Absolutely one of the hardest games I have ever played.  There is a design flaw that will leave the game impossible to finish if your characters have low morale.
The mechanics are fun and different with a lot being owed to the Fire Emblem series.  If you love a challenge or are simply a masochist, try it.
I have read that the difficulty issues were fixed with the psp release, but I have not played that version.",This game will kick your butt!
5.0,"So happy I got this.  Not being able to close it can be a pain on the hand, but you get used to it.

Also Pokemon Y, oh my goodness.  I hadn't played a Pokemon game in like 10 years almost and I was so glad it was Y.  Fun, lots of new interactions, and wonderful story.",Amazing game console and awesome game
4.0,"Before i get started with this, i'm at 30+ year gamer who's seen about everything and i'll say this, any review written the first day should be ignored. This system takes time to absorb the pros/cons of it. A ""day 1"" review should never be written.

While this is an awesome system....getting started is the hardest part.

I have ""business"" class, high-speed internet. GTA 5 took 14 hours to install. Halo is also a several hours install. Why? These are ""digital"" versions, also known as ""downloadable"". If you want to play, immediately, i suggest buying the disc games and installing. This game system comes with it's general Operating System ONLY on it so you have to download almost everything you use.

Now, the great part is that there is a LOT more coming for this system, such as Windows 10 (it's scheduled for November) which ramps up the flexibility and usefulness of this system.

All you old 360 stuff, it will NOT work with it. However, you can plug your 360 into your Xbox one and play ""through"" it. It's kind of a piggy-back situation.

Oh, another great thing about this system, you can buy an external SATA drive and just plug in and GO and the XB1 will, most likely, be compatible with it. There is a nice 5TB, external, from Amazon, for $129 that will set you for quite a while. These drives pretty much let you install anything on them, a big change from the 360 days where our options were limited.

Being an owner of console systems, since their very birth (that's the 1970s), i can speak from experience that this is the best system i've seen. It's had a slow start but all of the XB1's ""extras"" are starting to come into play and make this system really shine. Playing GTA 5 (again) was like playing an entirely different games because it allows you to play ""1st person"" view as well.

I highly recommend getting a Kinect, later, because this is going to be the system that's going to be the changing-point for consoles forever.",What this system does and what to expect when you get it..
5.0,"Got it for my kids, and they love it.",and they love it.
5.0,Good,Five Stars
5.0,"We are huge fans of the Final Fantasy series in my house. Although I thought this one was totally different from the ones I played (VII, VIII) my oldest son & daughter in law, teen son and teen daughter are all fully enjoying playing. I myself don't like that there is an option to purchase the season pass to play ALL of the game but I'm sure everyone has different feelings on that. You can not buy the season pass and enjoy playing just as much as you can by buying it. There are plenty of free DLC and other events to participate in.",Must buy for Final Fantasy fans.
3.0,"I got this game for $30 and can not imagine paying more money for this game as I don't believe after playing it that is worth any more than that. 2 and 1/2 stars.

Pros- Awesome graphics, I would say slightly better looking than the latest Most Wanted game. The landscapes are varied and the best I have seen in any NFS game. The cars sweat a lot, but it looks nice. I have an i5 3570k, HD 7870, and 8GB of RAM with this game is maxed out and it runs very smoothly. I wish it wasn't capped at 30fps, but for most it really shouldn't be an issue.
-The cars are fantastic. It is mostly all exotic beautiful expensive cars (you don't start out in anything cheap). Ferrari I missed you!
-The driving is very similar to Hot Pursuit, so is the gameplay and races. Yes you can make the car do a 180 or turn on a dime. Cop chases are super fun and difficult. It's no easy task to get away from them especially the more heat you get. Getting busted has consequences (you lose all the speed points you have been racking up).

Mixed feelings- The online is nice sometimes when you want to race real drivers, but they like to smash into you a lot. It can be laggy, but I have not had too many issues with it. I mostly play single player and enjoy that mode the most.

The bad- There is one persistent bug that really pisses me off. I can be driving along and all of a sudden my car will freeze in place while the environment loads up. The problem with this is it can last anywhere up to 5 seconds and all the while everything but you continues on (the racers, the cops, and the timer all continue while you are temporarily frozen in place).
- No wheel support for a racing game...
- Barely any cars. Only 24 cars for racers and 24 cars for cops. Maybe I am just spoiled by Gran Turismo and Forza.
- Crappy car customization. It's enough to keep me happy, but don't expect Midnight Club level customization. Heck even GTA V had better car customization.
- Absolutely no way to pause the game (what nincompoop decided that) I understand for online, but even in single player you can't pause.
- EA sucks

Overall I feel like this is a combination of Hot Pursuit and Most Wanted (the latest ones). I enjoyed both of those games much better than this one. I will say this game is still quite a bit of fun on PC and if they fixed a few things it could be even better. If you are really desperate for a racing game then this one is good enough despite it's problems that I could recommend it.","Fun, but has some glaring issues."
5.0,"Since Amazon doesn't want people to post links in their reviews, I will add a comment to this review with instructions on how to get passed the following error; this error occurs very early during installation (i.e., the install will create the folder and copy 1 file before it gives you this message):

Could not load the DLL library
c:\program files\jowood\chaser\math64.dll.
Invalid access to memory location

As for the game itself...
I thought the graphics were just fine for a game this old.  I thought the graphics were much better than Half-Life.  I'm running Windows XP SP3 with a Nvidia GeForce 7600 GT video card.  I've got the graphics turned-on ""high"" with resolution set at 1920x1080.

To learn about the game play, read some of the 4 and 5 star reviews as well as the Amazon product description.  I won't rehash what's already been said.

There is a patch available...version 1.50, which you can get from FilePlanet.  Official Map Pack 1 is available from FilePlanet too.

The game requires a CD key (serial registration number), which is printed on the front of the game manual; so be sure the manual is included.

For those of you experiencing the math64.dll installation error, please read the first comment on this review for help.

Visit my Amazon wish lists to see my 4-star and 5-star PC games:
http://www.amazon.com/gp/registry/wishlist/BEYS4KHZTP24/
http://www.amazon.com/gp/registry/wishlist/35VC2S12P5A8R/

Enjoy!

The seller was maximumex_books.",fun game after you get past the math64.dll install error
5.0,Our little girl killed her first DS and this was a replacement.  Works great!,Works great!
5.0,great game,Five Stars
4.0,"This rather inexpensive flight stick does the job. I bought it to run Rise Of Flight, Channel Battles Edition, which it does quite well.",Does The Job
5.0,"Works well, no complaints.",Five Stars
4.0,I must say for a generic brand of game accessory I'm very pleased. Picks up movement well and does the job.,Decent Generic WII sensor bar
5.0,My grandson loves it.,Five Stars
5.0,"Great Keyboard. It has a good size, the keys are very comfortable, and every function comes very handy and if you create good macros the side keys will be in the perfect position. It is silent that is something you might want on a keyboard.",Well built!
5.0,"This is one of the most engaging games available for the Wii.  Our son loved it, and immediately started begging for Pikmin 2.  I am pleased with its E rating, meaning that it did not try to make up for deficiencies like many other games do by resorting to sex or violence.  Instead, it stands on its own as a great family game.",Excellent Game without Gratuitous Violence
4.0,"I love action rpg and really liked untold legend ""brother of the blade"". This game added better graphics, voiceover.",Hours of hack and slash fun.
5.0,Looks great! Feels great!...I highly recommend it,Dope shell
5.0,I felt that it was worth my time and effort to find this product it made it so my daughter could play all her games with no worries.  The quality of what I received was very good.  I would recommend this seller.,worth the time to find
5.0,"Alpha Protocol is, hands down, the best stealth espionage game I have played to date. It is creative, fun, intense and full of atmosphere. Best of all, it has an insane replay value because of branching paths and dialogue trees and endless decisions to make which all affect the game in subtle and significant ways.

A must have if you own a PlayStation 3.",Excellent underrated game
4.0,Works great for a better grip on thumb pads. Material wore a little fast but didn't affect use.,great idea
3.0,just okay,Three Stars
4.0,"I really like this game, I know it gets a bad rep from Silent Hill purists, but the game is pretty good overall. It looks good with its textures and has a very good crew of voice actors. The controls for combat are admittedly a little stiff and unresponsive at times, but in general it is not game breaking. I enjoy the story for the game and while it does little to advance much of the mythos in other Silent Hill titles, it is still enjoyable when looked at as a companion piece to the main series (ie. Silent Hill 1-4).",Not as bad as most make it out to be
5.0,"The build quality of the Wii remotes has not declined over the years while the price has fallen and the features actually increased. There is not much to say about the typical Wii remote that most Wii owners don't already know, but compared to the prior models, this one has the Wii motion plus built-in so there is no need to attach the extra dongle and it works great.

One minor word of caution to anyone out there that uses Hombrew on their Wii. This model does communicate with the Wii differently, so software that was compiled many years ago may not recognize this model remote. Many older Homebrew applications have been abandoned by their creators, so older emulators may not support these remotes while others with proper support have been updated. SNES9X-GX and FCEUGX are two such emulators that DO have support while HUGO-GX on the other hand has been abandoned and will NOT work with these motion+ models. Since Homebrew is not supported by Nintendo, this cannot affect the overall review or score.",Old-reliable Wii remote with motion plus!
5.0,Played well and the graphics were great. Did not require original game to load the newest addition.,FEAR
3.0,"works, does what its supposed to... product is what it was supposed to be.
now i have a good working extra video connector for my PS2's","good shape, what was expected"
4.0,"Firstly, Amazon's product description is completely inaccurate. This game does not contain Darius Gaiden, Rastan 2, or a total of 40 games.
Rather, it's got about 20 games, the standouts being several renditions of Space Invaders, Rastan part 1, Cameltry, Qix, KikiKaiKai, and a few others. Four remade games add value, including great versions of Cameltry and Legend of Kage.

Bubble Bobble is noticably absent, as is Rainbow Islands, which was included in the Japanese version. Still, you get a bunch of fun games (which multiple display options, such as vertical or zoomed-in views) for a low price.","Great compilation, despite the obvious omissions"
