ProductKey,SalesOrderNumber,OrderQuantity,UnitPrice,ProductStandardCost,ShipDate,ProductName,Subcategory,Category
478,SO59245,1,9.99,3.7363,12/10/2007,Mountain Bottle Cage,Bottles and Cages,Accessories
484,SO67864,1,7.95,2.9733,4/15/2008,Bike Wash - Dissolver,Cleaners,Accessories
217,SO72639,1,34.99,13.0863,6/17/2008,"Sport-100 Helmet, Black",Helmets,Accessories
605,SO53123,1,539.99,343.6496,9/1/2007,"Road-750 Black, 48",Road Bikes,Bikes
537,SO60545,1,35,13.09,12/29/2007,HL Mountain Tire,Tires and Tubes,Accessories
478,SO73562,1,9.99,3.7363,6/29/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
529,SO67986,1,3.99,1.4923,4/17/2008,Road Tire Tube,Tires and Tubes,Accessories
477,SO52471,1,4.99,1.8663,8/20/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
535,SO55972,1,24.99,9.3463,10/19/2007,LL Mountain Tire,Tires and Tubes,Accessories
474,SO70622,1,69.99,26.1763,5/22/2008,"Women's Mountain Shorts, S",Shorts,Clothing
529,SO65461,1,3.99,1.4923,3/10/2008,Road Tire Tube,Tires and Tubes,Accessories
217,SO74057,1,34.99,13.0863,7/6/2008,"Sport-100 Helmet, Black",Helmets,Accessories
478,SO58716,1,9.99,3.7363,12/5/2007,Mountain Bottle Cage,Bottles and Cages,Accessories
225,SO70448,1,8.99,6.9223,5/19/2008,AWC Logo Cap,Caps,Clothing
529,SO62336,1,3.99,1.4923,1/25/2008,Road Tire Tube,Tires and Tubes,Accessories
528,SO74129,1,4.99,1.8663,7/7/2008,Mountain Tire Tube,Tires and Tubes,Accessories
480,SO56504,1,2.29,0.8565,10/29/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
536,SO54612,1,29.99,11.2163,9/26/2007,ML Mountain Tire,Tires and Tubes,Accessories
214,SO68100,1,34.99,13.0863,4/19/2008,"Sport-100 Helmet, Red",Helmets,Accessories
477,SO60368,1,4.99,1.8663,12/26/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
375,SO47125,1,2181.5625,1320.6838,8/14/2006,"Road-250 Black, 48",Road Bikes,Bikes
483,SO70720,1,120,44.88,5/23/2008,Hitch Rack - 4-Bike,Bike Racks,Accessories
529,SO68418,1,3.99,1.4923,4/24/2008,Road Tire Tube,Tires and Tubes,Accessories
380,SO54760,1,2443.35,1554.9479,9/28/2007,"Road-250 Black, 58",Road Bikes,Bikes
528,SO60292,1,4.99,1.8663,12/25/2007,Mountain Tire Tube,Tires and Tubes,Accessories
541,SO64777,1,28.99,10.8423,3/1/2008,Touring Tire,Tires and Tubes,Accessories
386,SO58192,1,1120.49,713.0798,11/26/2007,"Road-550-W Yellow, 42",Road Bikes,Bikes
314,SO46296,1,3578.27,2171.2942,6/2/2006,"Road-150 Red, 56",Road Bikes,Bikes
214,SO69906,1,34.99,13.0863,5/12/2008,"Sport-100 Helmet, Red",Helmets,Accessories
225,SO59168,1,8.99,6.9223,12/9/2007,AWC Logo Cap,Caps,Clothing
536,SO60079,1,29.99,11.2163,12/22/2007,ML Mountain Tire,Tires and Tubes,Accessories
538,SO65483,1,21.49,8.0373,3/10/2008,LL Road Tire,Tires and Tubes,Accessories
346,SO44890,1,3399.99,1912.1544,12/20/2005,"Mountain-100 Silver, 44",Mountain Bikes,Bikes
356,SO49764,1,2071.4196,1117.8559,4/1/2007,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
480,SO73105,1,2.29,0.8565,6/24/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
225,SO51389,1,8.99,6.9223,7/20/2007,AWC Logo Cap,Caps,Clothing
476,SO58661,1,69.99,26.1763,12/4/2007,"Women's Mountain Shorts, L",Shorts,Clothing
487,SO56874,1,54.99,20.5663,11/5/2007,Hydration Pack - 70 oz.,Hydration Packs,Accessories
467,SO61621,1,24.49,9.1593,1/14/2008,"Half-Finger Gloves, L",Gloves,Clothing
480,SO62301,1,2.29,0.8565,1/25/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
530,SO72831,1,4.99,1.8663,6/20/2008,Touring Tire Tube,Tires and Tubes,Accessories
214,SO62035,1,34.99,13.0863,1/21/2008,"Sport-100 Helmet, Red",Helmets,Accessories
567,SO56638,1,742.35,461.4448,10/31/2007,"Touring-3000 Blue, 62",Touring Bikes,Bikes
479,SO60516,1,8.99,3.3623,12/28/2007,Road Bottle Cage,Bottles and Cages,Accessories
381,SO49434,1,1000.4375,605.6492,3/6/2007,"Road-550-W Yellow, 38",Road Bikes,Bikes
529,SO59530,1,3.99,1.4923,12/14/2007,Road Tire Tube,Tires and Tubes,Accessories
484,SO67375,1,7.95,2.9733,4/8/2008,Bike Wash - Dissolver,Cleaners,Accessories
477,SO74129,1,4.99,1.8663,7/7/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
538,SO72828,1,21.49,8.0373,6/20/2008,LL Road Tire,Tires and Tubes,Accessories
463,SO74976,1,24.49,9.1593,8/3/2008,"Half-Finger Gloves, S",Gloves,Clothing
529,SO54992,1,3.99,1.4923,10/3/2007,Road Tire Tube,Tires and Tubes,Accessories
222,SO69022,1,34.99,13.0863,5/2/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
390,SO57007,1,1120.49,713.0798,11/7/2007,"Road-550-W Yellow, 48",Road Bikes,Bikes
528,SO71306,1,4.99,1.8663,6/1/2008,Mountain Tire Tube,Tires and Tubes,Accessories
376,SO60102,1,2443.35,1554.9479,12/22/2007,"Road-250 Black, 48",Road Bikes,Bikes
386,SO62015,1,1120.49,713.0798,1/20/2008,"Road-550-W Yellow, 42",Road Bikes,Bikes
485,SO52876,1,21.98,8.2205,8/27/2007,Fender Set - Mountain,Fenders,Accessories
541,SO62559,1,28.99,10.8423,1/29/2008,Touring Tire,Tires and Tubes,Accessories
539,SO63552,1,24.99,9.3463,2/12/2008,ML Road Tire,Tires and Tubes,Accessories
480,SO66652,1,2.29,0.8565,3/29/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
537,SO64576,1,35,13.09,2/27/2008,HL Mountain Tire,Tires and Tubes,Accessories
481,SO53361,1,8.99,3.3623,9/6/2007,"Racing Socks, M",Socks,Clothing
313,SO46453,1,3578.27,2171.2942,6/17/2006,"Road-150 Red, 52",Road Bikes,Bikes
477,SO55493,1,4.99,1.8663,10/10/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
479,SO69223,1,8.99,3.3623,5/5/2008,Road Bottle Cage,Bottles and Cages,Accessories
529,SO58138,1,3.99,1.4923,11/25/2007,Road Tire Tube,Tires and Tubes,Accessories
529,SO51965,1,3.99,1.4923,8/10/2007,Road Tire Tube,Tires and Tubes,Accessories
214,SO54726,1,34.99,13.0863,9/28/2007,"Sport-100 Helmet, Red",Helmets,Accessories
486,SO60331,1,159,59.466,12/26/2007,All-Purpose Bike Stand,Bike Stands,Accessories
477,SO66505,1,4.99,1.8663,3/27/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
314,SO43994,1,3578.27,2171.2942,8/25/2005,"Road-150 Red, 56",Road Bikes,Bikes
231,SO55185,1,49.99,38.4923,10/7/2007,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing
310,SO44027,1,3578.27,2171.2942,8/30/2005,"Road-150 Red, 62",Road Bikes,Bikes
530,SO74881,1,4.99,1.8663,7/31/2008,Touring Tire Tube,Tires and Tubes,Accessories
228,SO59973,1,49.99,38.4923,12/20/2007,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing
222,SO62482,1,34.99,13.0863,1/28/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
217,SO74862,1,34.99,13.0863,7/30/2008,"Sport-100 Helmet, Black",Helmets,Accessories
363,SO68825,1,2294.99,1251.9813,4/30/2008,"Mountain-200 Black, 46",Mountain Bikes,Bikes
478,SO69072,1,9.99,3.7363,5/3/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
217,SO69338,1,34.99,13.0863,5/7/2008,"Sport-100 Helmet, Black",Helmets,Accessories
465,SO64369,1,24.49,9.1593,2/24/2008,"Half-Finger Gloves, M",Gloves,Clothing
311,SO43777,1,3578.27,2171.2942,7/27/2005,"Road-150 Red, 44",Road Bikes,Bikes
358,SO50125,1,2049.0982,1105.81,5/1/2007,"Mountain-200 Black, 38",Mountain Bikes,Bikes
348,SO45601,1,3374.99,1898.0944,3/10/2006,"Mountain-100 Black, 38",Mountain Bikes,Bikes
541,SO70770,1,28.99,10.8423,5/24/2008,Touring Tire,Tires and Tubes,Accessories
484,SO54391,1,7.95,2.9733,9/22/2007,Bike Wash - Dissolver,Cleaners,Accessories
488,SO53410,1,53.99,41.5723,9/7/2007,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing
225,SO64207,1,8.99,6.9223,2/22/2008,AWC Logo Cap,Caps,Clothing
473,SO68300,1,63.5,23.749,4/22/2008,"Classic Vest, L",Vests,Clothing
539,SO65985,1,24.99,9.3463,3/18/2008,ML Road Tire,Tires and Tubes,Accessories
380,SO73909,1,2443.35,1554.9479,7/4/2008,"Road-250 Black, 58",Road Bikes,Bikes
465,SO74007,1,24.49,9.1593,7/5/2008,"Half-Finger Gloves, M",Gloves,Clothing
485,SO72697,1,21.98,8.2205,6/18/2008,Fender Set - Mountain,Fenders,Accessories
477,SO54880,1,4.99,1.8663,9/30/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
541,SO71532,1,28.99,10.8423,6/4/2008,Touring Tire,Tires and Tubes,Accessories
486,SO55044,1,159,59.466,10/4/2007,All-Purpose Bike Stand,Bike Stands,Accessories
225,SO55585,1,8.99,6.9223,10/12/2007,AWC Logo Cap,Caps,Clothing
537,SO51592,1,35,13.09,8/2/2007,HL Mountain Tire,Tires and Tubes,Accessories
234,SO71010,1,49.99,38.4923,5/27/2008,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing
480,SO66787,1,2.29,0.8565,3/31/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
384,SO72945,1,1120.49,713.0798,6/21/2008,"Road-550-W Yellow, 40",Road Bikes,Bikes
485,SO61621,1,21.98,8.2205,1/14/2008,Fender Set - Mountain,Fenders,Accessories
477,SO53372,1,4.99,1.8663,9/6/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
225,SO64489,1,8.99,6.9223,2/26/2008,AWC Logo Cap,Caps,Clothing
599,SO72972,1,539.99,294.5797,6/22/2008,"Mountain-500 Black, 48",Mountain Bikes,Bikes
351,SO45947,1,3374.99,1898.0944,4/27/2006,"Mountain-100 Black, 48",Mountain Bikes,Bikes
310,SO44410,1,3578.27,2171.2942,10/24/2005,"Road-150 Red, 62",Road Bikes,Bikes
528,SO65573,1,4.99,1.8663,3/12/2008,Mountain Tire Tube,Tires and Tubes,Accessories
217,SO73678,1,34.99,13.0863,7/1/2008,"Sport-100 Helmet, Black",Helmets,Accessories
477,SO72495,1,4.99,1.8663,6/15/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
476,SO69291,1,69.99,26.1763,5/6/2008,"Women's Mountain Shorts, L",Shorts,Clothing
388,SO66303,1,1120.49,713.0798,3/23/2008,"Road-550-W Yellow, 44",Road Bikes,Bikes
529,SO56447,1,3.99,1.4923,10/28/2007,Road Tire Tube,Tires and Tubes,Accessories
222,SO67073,1,34.99,13.0863,4/4/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
537,SO62731,1,35,13.09,2/1/2008,HL Mountain Tire,Tires and Tubes,Accessories
478,SO54794,1,9.99,3.7363,9/29/2007,Mountain Bottle Cage,Bottles and Cages,Accessories
217,SO67858,1,34.99,13.0863,4/15/2008,"Sport-100 Helmet, Black",Helmets,Accessories
535,SO52791,1,24.99,9.3463,8/26/2007,LL Mountain Tire,Tires and Tubes,Accessories
535,SO74198,1,24.99,9.3463,7/9/2008,LL Mountain Tire,Tires and Tubes,Accessories
563,SO58409,1,2384.07,1481.9379,11/29/2007,"Touring-1000 Yellow, 54",Touring Bikes,Bikes
472,SO51656,1,63.5,23.749,8/5/2007,"Classic Vest, M",Vests,Clothing
357,SO62295,1,2319.99,1265.6195,1/25/2008,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
479,SO67214,1,8.99,3.3623,4/7/2008,Road Bottle Cage,Bottles and Cages,Accessories
217,SO56980,1,34.99,13.0863,11/7/2007,"Sport-100 Helmet, Black",Helmets,Accessories
463,SO63379,1,24.49,9.1593,2/9/2008,"Half-Finger Gloves, S",Gloves,Clothing
490,SO73225,1,53.99,41.5723,6/25/2008,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing
222,SO72308,1,34.99,13.0863,6/13/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
491,SO69721,1,53.99,41.5723,5/9/2008,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing
359,SO68595,1,2294.99,1251.9813,4/26/2008,"Mountain-200 Black, 38",Mountain Bikes,Bikes
357,SO61913,1,2319.99,1265.6195,1/18/2008,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
378,SO63758,1,2443.35,1554.9479,2/15/2008,"Road-250 Black, 52",Road Bikes,Bikes
225,SO55372,1,8.99,6.9223,10/8/2007,AWC Logo Cap,Caps,Clothing
535,SO74761,1,24.99,9.3463,7/27/2008,LL Mountain Tire,Tires and Tubes,Accessories
535,SO63482,1,24.99,9.3463,2/10/2008,LL Mountain Tire,Tires and Tubes,Accessories
483,SO60321,1,120,44.88,12/26/2007,Hitch Rack - 4-Bike,Bike Racks,Accessories
485,SO54784,1,21.98,8.2205,9/29/2007,Fender Set - Mountain,Fenders,Accessories
477,SO70210,1,4.99,1.8663,5/16/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
528,SO68489,1,4.99,1.8663,4/25/2008,Mountain Tire Tube,Tires and Tubes,Accessories
589,SO72548,1,769.49,419.7784,6/16/2008,"Mountain-400-W Silver, 42",Mountain Bikes,Bikes
480,SO69779,1,2.29,0.8565,5/10/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
478,SO75019,1,9.99,3.7363,8/4/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
467,SO75054,1,24.49,9.1593,8/5/2008,"Half-Finger Gloves, L",Gloves,Clothing
485,SO55785,1,21.98,8.2205,10/15/2007,Fender Set - Mountain,Fenders,Accessories
357,SO59956,1,2319.99,1265.6195,12/20/2007,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
580,SO69846,1,1700.99,1082.51,5/11/2008,"Road-350-W Yellow, 40",Road Bikes,Bikes
605,SO53178,1,539.99,343.6496,9/2/2007,"Road-750 Black, 48",Road Bikes,Bikes
480,SO68690,1,2.29,0.8565,4/28/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
538,SO72370,1,21.49,8.0373,6/14/2008,LL Road Tire,Tires and Tubes,Accessories
217,SO73848,1,34.99,13.0863,7/3/2008,"Sport-100 Helmet, Black",Helmets,Accessories
540,SO59772,1,32.6,12.1924,12/18/2007,HL Road Tire,Tires and Tubes,Accessories
312,SO46131,1,3578.27,2171.2942,5/11/2006,"Road-150 Red, 48",Road Bikes,Bikes
214,SO54265,1,34.99,13.0863,9/20/2007,"Sport-100 Helmet, Red",Helmets,Accessories
222,SO62766,1,34.99,13.0863,2/2/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
528,SO52028,1,4.99,1.8663,8/11/2007,Mountain Tire Tube,Tires and Tubes,Accessories
234,SO61575,1,49.99,38.4923,1/13/2008,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing
217,SO66938,1,34.99,13.0863,4/2/2008,"Sport-100 Helmet, Black",Helmets,Accessories
529,SO60350,1,3.99,1.4923,12/26/2007,Road Tire Tube,Tires and Tubes,Accessories
311,SO45749,1,3578.27,2171.2942,4/2/2006,"Road-150 Red, 44",Road Bikes,Bikes
528,SO73646,1,4.99,1.8663,7/1/2008,Mountain Tire Tube,Tires and Tubes,Accessories
359,SO68928,1,2294.99,1251.9813,5/1/2008,"Mountain-200 Black, 38",Mountain Bikes,Bikes
537,SO73914,1,35,13.09,7/4/2008,HL Mountain Tire,Tires and Tubes,Accessories
225,SO73530,1,8.99,6.9223,6/29/2008,AWC Logo Cap,Caps,Clothing
479,SO56186,1,8.99,3.3623,10/22/2007,Road Bottle Cage,Bottles and Cages,Accessories
214,SO55359,1,34.99,13.0863,10/8/2007,"Sport-100 Helmet, Red",Helmets,Accessories
231,SO55909,1,49.99,38.4923,10/17/2007,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing
530,SO70263,1,4.99,1.8663,5/17/2008,Touring Tire Tube,Tires and Tubes,Accessories
598,SO67237,1,539.99,294.5797,4/7/2008,"Mountain-500 Black, 44",Mountain Bikes,Bikes
479,SO64771,1,8.99,3.3623,3/1/2008,Road Bottle Cage,Bottles and Cages,Accessories
222,SO62233,1,34.99,13.0863,1/24/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
529,SO73720,1,3.99,1.4923,7/2/2008,Road Tire Tube,Tires and Tubes,Accessories
483,SO68412,1,120,44.88,4/24/2008,Hitch Rack - 4-Bike,Bike Racks,Accessories
354,SO50481,1,2071.4196,1117.8559,5/21/2007,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
222,SO69087,1,34.99,13.0863,5/3/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
528,SO70110,1,4.99,1.8663,5/15/2008,Mountain Tire Tube,Tires and Tubes,Accessories
486,SO73803,1,159,59.466,7/3/2008,All-Purpose Bike Stand,Bike Stands,Accessories
539,SO62016,1,24.99,9.3463,1/20/2008,ML Road Tire,Tires and Tubes,Accessories
225,SO71702,1,8.99,6.9223,6/7/2008,AWC Logo Cap,Caps,Clothing
214,SO64293,1,34.99,13.0863,2/23/2008,"Sport-100 Helmet, Red",Helmets,Accessories
477,SO51327,1,4.99,1.8663,7/17/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
463,SO63990,1,24.49,9.1593,2/18/2008,"Half-Finger Gloves, S",Gloves,Clothing
228,SO65887,1,49.99,38.4923,3/17/2008,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing
472,SO58899,1,63.5,23.749,12/7/2007,"Classic Vest, M",Vests,Clothing
351,SO46159,1,3374.99,1898.0944,5/14/2006,"Mountain-100 Black, 48",Mountain Bikes,Bikes
310,SO44062,1,3578.27,2171.2942,9/6/2005,"Road-150 Red, 62",Road Bikes,Bikes
541,SO74408,1,28.99,10.8423,7/15/2008,Touring Tire,Tires and Tubes,Accessories
477,SO53289,1,4.99,1.8663,9/5/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
222,SO69164,1,34.99,13.0863,5/5/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
361,SO60363,1,2294.99,1251.9813,12/26/2007,"Mountain-200 Black, 42",Mountain Bikes,Bikes
465,SO66745,1,24.49,9.1593,3/30/2008,"Half-Finger Gloves, M",Gloves,Clothing
217,SO66399,1,34.99,13.0863,3/25/2008,"Sport-100 Helmet, Black",Helmets,Accessories
338,SO44988,1,699.0982,413.1463,1/1/2006,"Road-650 Black, 44",Road Bikes,Bikes
528,SO61634,1,4.99,1.8663,1/14/2008,Mountain Tire Tube,Tires and Tubes,Accessories
480,SO67787,1,2.29,0.8565,4/14/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
480,SO51488,1,2.29,0.8565,7/27/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
539,SO53697,1,24.99,9.3463,9/9/2007,ML Road Tire,Tires and Tubes,Accessories
596,SO69958,1,539.99,294.5797,5/13/2008,"Mountain-500 Black, 40",Mountain Bikes,Bikes
529,SO72155,1,3.99,1.4923,6/11/2008,Road Tire Tube,Tires and Tubes,Accessories
489,SO51280,1,53.99,41.5723,7/14/2007,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing
485,SO69615,1,21.98,8.2205,5/8/2008,Fender Set - Mountain,Fenders,Accessories
528,SO70122,1,4.99,1.8663,5/15/2008,Mountain Tire Tube,Tires and Tubes,Accessories
579,SO59486,1,1214.85,755.1508,12/13/2007,"Touring-2000 Blue, 54",Touring Bikes,Bikes
584,SO59198,1,539.99,343.6496,12/9/2007,"Road-750 Black, 58",Road Bikes,Bikes
355,SO70387,1,2319.99,1265.6195,5/19/2008,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
485,SO59382,1,21.98,8.2205,12/12/2007,Fender Set - Mountain,Fenders,Accessories
477,SO60497,1,4.99,1.8663,12/28/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
573,SO63803,1,2384.07,1481.9379,2/15/2008,"Touring-1000 Blue, 46",Touring Bikes,Bikes
584,SO57010,1,539.99,343.6496,11/7/2007,"Road-750 Black, 58",Road Bikes,Bikes
529,SO74880,1,3.99,1.4923,7/31/2008,Road Tire Tube,Tires and Tubes,Accessories
480,SO74910,1,2.29,0.8565,7/31/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
487,SO74874,1,54.99,20.5663,7/31/2008,Hydration Pack - 70 oz.,Hydration Packs,Accessories
528,SO64165,1,4.99,1.8663,2/21/2008,Mountain Tire Tube,Tires and Tubes,Accessories
537,SO64335,1,35,13.09,2/24/2008,HL Mountain Tire,Tires and Tubes,Accessories
217,SO57293,1,34.99,13.0863,11/9/2007,"Sport-100 Helmet, Black",Helmets,Accessories
487,SO56787,1,54.99,20.5663,11/3/2007,Hydration Pack - 70 oz.,Hydration Packs,Accessories
489,SO53783,1,53.99,41.5723,9/11/2007,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing
538,SO57237,1,21.49,8.0373,11/8/2007,LL Road Tire,Tires and Tubes,Accessories
537,SO67057,1,35,13.09,4/4/2008,HL Mountain Tire,Tires and Tubes,Accessories
529,SO55560,1,3.99,1.4923,10/12/2007,Road Tire Tube,Tires and Tubes,Accessories
473,SO60497,1,63.5,23.749,12/28/2007,"Classic Vest, L",Vests,Clothing
312,SO46163,1,3578.27,2171.2942,5/15/2006,"Road-150 Red, 48",Road Bikes,Bikes
217,SO69210,1,34.99,13.0863,5/5/2008,"Sport-100 Helmet, Black",Helmets,Accessories
489,SO57784,1,53.99,41.5723,11/18/2007,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing
537,SO69955,1,35,13.09,5/13/2008,HL Mountain Tire,Tires and Tubes,Accessories
478,SO59984,1,9.99,3.7363,12/21/2007,Mountain Bottle Cage,Bottles and Cages,Accessories
214,SO63090,1,34.99,13.0863,2/7/2008,"Sport-100 Helmet, Red",Helmets,Accessories
528,SO62841,1,4.99,1.8663,2/3/2008,Mountain Tire Tube,Tires and Tubes,Accessories
480,SO70196,1,2.29,0.8565,5/16/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
589,SO60467,1,769.49,419.7784,12/28/2007,"Mountain-400-W Silver, 42",Mountain Bikes,Bikes
480,SO65583,1,2.29,0.8565,3/12/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
528,SO61614,1,4.99,1.8663,1/14/2008,Mountain Tire Tube,Tires and Tubes,Accessories
573,SO72731,1,2384.07,1481.9379,6/19/2008,"Touring-1000 Blue, 46",Touring Bikes,Bikes
529,SO59916,1,3.99,1.4923,12/20/2007,Road Tire Tube,Tires and Tubes,Accessories
485,SO62676,1,21.98,8.2205,1/31/2008,Fender Set - Mountain,Fenders,Accessories
214,SO67517,1,34.99,13.0863,4/10/2008,"Sport-100 Helmet, Red",Helmets,Accessories
217,SO64569,1,34.99,13.0863,2/27/2008,"Sport-100 Helmet, Black",Helmets,Accessories
479,SO73703,1,8.99,3.3623,7/1/2008,Road Bottle Cage,Bottles and Cages,Accessories
528,SO72415,1,4.99,1.8663,6/14/2008,Mountain Tire Tube,Tires and Tubes,Accessories
528,SO62265,1,4.99,1.8663,1/24/2008,Mountain Tire Tube,Tires and Tubes,Accessories
477,SO56628,1,4.99,1.8663,10/31/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
529,SO61554,1,3.99,1.4923,1/13/2008,Road Tire Tube,Tires and Tubes,Accessories
530,SO70473,1,4.99,1.8663,5/20/2008,Touring Tire Tube,Tires and Tubes,Accessories
536,SO71669,1,29.99,11.2163,6/6/2008,ML Mountain Tire,Tires and Tubes,Accessories
231,SO68747,1,49.99,38.4923,4/29/2008,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing
578,SO60101,1,1214.85,755.1508,12/22/2007,"Touring-2000 Blue, 50",Touring Bikes,Bikes
234,SO63757,1,49.99,38.4923,2/15/2008,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing
477,SO52631,1,4.99,1.8663,8/23/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
541,SO52309,1,28.99,10.8423,8/16/2007,Touring Tire,Tires and Tubes,Accessories
539,SO60366,1,24.99,9.3463,12/26/2007,ML Road Tire,Tires and Tubes,Accessories
386,SO70240,1,1120.49,713.0798,5/16/2008,"Road-550-W Yellow, 42",Road Bikes,Bikes
222,SO68640,1,34.99,13.0863,4/27/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
237,SO70147,1,49.99,38.4923,5/15/2008,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing
477,SO52267,1,4.99,1.8663,8/15/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
217,SO74820,1,34.99,13.0863,7/29/2008,"Sport-100 Helmet, Black",Helmets,Accessories
528,SO56058,1,4.99,1.8663,10/20/2007,Mountain Tire Tube,Tires and Tubes,Accessories
225,SO52185,1,8.99,6.9223,8/14/2007,AWC Logo Cap,Caps,Clothing
231,SO56052,1,49.99,38.4923,10/20/2007,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing
528,SO57765,1,4.99,1.8663,11/18/2007,Mountain Tire Tube,Tires and Tubes,Accessories
580,SO61852,1,1700.99,1082.51,1/17/2008,"Road-350-W Yellow, 40",Road Bikes,Bikes
234,SO68634,1,49.99,38.4923,4/27/2008,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing
474,SO57553,1,69.99,26.1763,11/14/2007,"Women's Mountain Shorts, S",Shorts,Clothing
478,SO70210,1,9.99,3.7363,5/16/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
537,SO74908,1,35,13.09,7/31/2008,HL Mountain Tire,Tires and Tubes,Accessories
530,SO66260,1,4.99,1.8663,3/22/2008,Touring Tire Tube,Tires and Tubes,Accessories
222,SO52807,1,34.99,13.0863,8/26/2007,"Sport-100 Helmet, Blue",Helmets,Accessories
371,SO46917,1,2181.5625,1320.6838,8/6/2006,"Road-250 Red, 58",Road Bikes,Bikes
480,SO74912,1,2.29,0.8565,7/31/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
491,SO64990,1,53.99,41.5723,3/5/2008,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing
538,SO63685,1,21.49,8.0373,2/13/2008,LL Road Tire,Tires and Tubes,Accessories
350,SO44807,1,3374.99,1898.0944,12/8/2005,"Mountain-100 Black, 44",Mountain Bikes,Bikes
222,SO61559,1,34.99,13.0863,1/13/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
539,SO73013,1,24.99,9.3463,6/22/2008,ML Road Tire,Tires and Tubes,Accessories
477,SO69886,1,4.99,1.8663,5/12/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
480,SO52314,1,2.29,0.8565,8/16/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
214,SO71138,1,34.99,13.0863,5/29/2008,"Sport-100 Helmet, Red",Helmets,Accessories
539,SO61864,1,24.99,9.3463,1/18/2008,ML Road Tire,Tires and Tubes,Accessories
535,SO65040,1,24.99,9.3463,3/6/2008,LL Mountain Tire,Tires and Tubes,Accessories
480,SO71436,1,2.29,0.8565,6/3/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
